model_date,timestamp,cycle,state,created_at,start_date,end_date,election_date,pollster_rating_name,pollster_rating_id,poll_id,question_id,url,partisan,tracking,sample_size,methodology,population,party,candidate_name,pct,raw_sample_size,days_til_election,candidates_tested,poll_sample_size_weight,med_date,number_options,tested_third_party,excludesthirdparty,undecided,n_polls_pollster_per_date,number_polls_in_window,frequency_weight,numeric_grade,pollster_wt,cumulative_poll_wt,methodology_simple,response_num,response_cat,state_num,state_abb,region_computed,region_census_big,region_census_small,region,region_num,response,pollster,pollster_coded,state_pollster,state_pollster_coded,mode,mode_coded,day_of_timeline,major_candidate_still_running
2024-08-23,2024-08-23T12:25:23Z,2024,National,2024-08-22,2024-08-18,2024-08-22,2024-11-05,Outward Intelligence,862,87873,206683,https://www.outwardintelligence.com/pulse/presidential-race-remains-stable,NA,NA,1500,Online Panel,lv,DEM,Kamala Harris,50,1867,75,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.3663820841916803,2024-08-20,6,1,0,0.7999999999999972,1,2,0.7071067811865476,NA,1,0.7071067811865476,Online Non-Prob Panel,1,DEM,57,NA,NA,NA,NA,NA,NA,50,862,65,NA862,92,Online Non-Prob Panel,6,30,0
2024-08-23,2024-08-23T12:25:23Z,2024,National,2024-08-22,2024-08-18,2024-08-22,2024-11-05,Outward Intelligence,862,87873,206683,https://www.outwardintelligence.com/pulse/presidential-race-remains-stable,NA,NA,1500,Online Panel,lv,REP,Donald Trump,44,1867,75,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.3663820841916803,2024-08-20,6,1,0,0.7999999999999972,1,2,0.7071067811865476,NA,1,0.7071067811865476,Online Non-Prob Panel,2,REP,57,NA,NA,NA,NA,NA,NA,44,862,65,NA862,92,Online Non-Prob Panel,6,30,0
2024-08-23,2024-08-23T12:25:23Z,2024,North Carolina,2024-08-23,2024-08-19,2024-08-21,2024-11-05,SurveyUSA,325,87870,206735,https://www.highpoint.edu/blog/2024/08/hpu-poll-north-carolina-presidential-race-remains-close/,NA,NA,941,Online Panel,lv,DEM,Kamala Harris,47,941,76,Donald Trump Kamala Harris,0.970051545022222,2024-08-20,2,0,1,6,1,1,1,2.82,1.1371480914321712,1.1371480914321712,Online Non-Prob Panel,1,DEM,39,NC,Southeast,South,South Atlantic,Southeast,9,47,325,33,NC325,96,Online Non-Prob Panel,6,30,0
2024-08-23,2024-08-23T12:25:23Z,2024,North Carolina,2024-08-23,2024-08-19,2024-08-21,2024-11-05,SurveyUSA,325,87870,206735,https://www.highpoint.edu/blog/2024/08/hpu-poll-north-carolina-presidential-race-remains-close/,NA,NA,941,Online Panel,lv,REP,Donald Trump,47,941,76,Donald Trump Kamala Harris,0.970051545022222,2024-08-20,2,0,1,6,1,1,1,2.82,1.1371480914321712,1.1371480914321712,Online Non-Prob Panel,2,REP,39,NC,Southeast,South,South Atlantic,Southeast,9,47,325,33,NC325,96,Online Non-Prob Panel,6,30,0
2024-08-23,2024-08-23T12:25:23Z,2024,National,2024-08-23,2024-08-17,2024-08-20,2024-11-05,Fairleigh Dickinson University,92,87886,206737,https://www.fdu.edu/news/fdu-poll-finds-race-and-gender-push-harris-above-trump-nationally/,NA,NA,801,Live Phone/Text-to-Web,rv,DEM,Kamala Harris,50,801,77,Donald Trump Kamala Harris,0.8949860334105779,2024-08-18,2,0,1,7,1,1,1,2.5,1.1034172062044894,1.1034172062044894,Live Phone + Text-to-Web,1,DEM,57,NA,NA,NA,NA,NA,NA,50,92,8,NA92,94,Live Phone + Text-to-Web,5,28,0
2024-08-23,2024-08-23T12:25:23Z,2024,National,2024-08-23,2024-08-17,2024-08-20,2024-11-05,Fairleigh Dickinson University,92,87886,206737,https://www.fdu.edu/news/fdu-poll-finds-race-and-gender-push-harris-above-trump-nationally/,NA,NA,801,Live Phone/Text-to-Web,rv,REP,Donald Trump,43,801,77,Donald Trump Kamala Harris,0.8949860334105779,2024-08-18,2,0,1,7,1,1,1,2.5,1.1034172062044894,1.1034172062044894,Live Phone + Text-to-Web,2,REP,57,NA,NA,NA,NA,NA,NA,43,92,8,NA92,94,Live Phone + Text-to-Web,5,28,0
2024-08-23,2024-08-23T12:25:23Z,2024,National,2024-08-21,2024-08-17,2024-08-20,2024-11-05,YouGov,391,87853,206527,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Dgf6Oqh.pdf,NA,NA,1371,Online Panel,rv,IND,Robert F. Kennedy,3,1371,77,Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.1708970919769166,2024-08-18,5,1,0,8,1,3,0.651814540633636,2.98,1.1529455986082322,0.7515067057323973,Online Non-Prob Panel,3,IND,57,NA,NA,NA,NA,NA,NA,3,391,38,NA391,71,Online Non-Prob Panel,6,28,0
2024-08-23,2024-08-23T12:25:23Z,2024,National,2024-08-21,2024-08-17,2024-08-20,2024-11-05,YouGov,391,87853,206527,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Dgf6Oqh.pdf,NA,NA,1371,Online Panel,rv,DEM,Kamala Harris,46,1371,77,Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.1708970919769166,2024-08-18,5,1,0,8,1,3,0.651814540633636,2.98,1.1529455986082322,0.7515067057323973,Online Non-Prob Panel,1,DEM,57,NA,NA,NA,NA,NA,NA,46,391,38,NA391,71,Online Non-Prob Panel,6,28,0
2024-08-23,2024-08-23T12:25:23Z,2024,National,2024-08-21,2024-08-17,2024-08-20,2024-11-05,YouGov,391,87853,206527,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Dgf6Oqh.pdf,NA,NA,1371,Online Panel,rv,REP,Donald Trump,43,1371,77,Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.1708970919769166,2024-08-18,5,1,0,8,1,3,0.651814540633636,2.98,1.1529455986082322,0.7515067057323973,Online Non-Prob Panel,2,REP,57,NA,NA,NA,NA,NA,NA,43,391,38,NA391,71,Online Non-Prob Panel,6,28,0
2024-08-23,2024-08-23T12:25:23Z,2024,Pennsylvania,2024-08-19,2024-08-18,2024-08-19,2024-11-05,InsiderAdvantage,243,87841,206432,https://insideradvantage.com/top-line-tabs-pennsylvania-poll/,NA,NA,800,NA,lv,DEM,Kamala Harris,46,800,78,Donald Trump Kamala Harris,0.8944271909999159,2024-08-18,2,0,1,7.400000000000006,1,1,1,1.97,1.0396120536844204,1.0396120536844204,Other,1,DEM,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7,46,243,23,PA243,126,Other,8,28,0
2024-08-23,2024-08-23T12:25:23Z,2024,Pennsylvania,2024-08-19,2024-08-18,2024-08-19,2024-11-05,InsiderAdvantage,243,87841,206432,https://insideradvantage.com/top-line-tabs-pennsylvania-poll/,NA,NA,800,NA,lv,REP,Donald Trump,46.6,800,78,Donald Trump Kamala Harris,0.8944271909999159,2024-08-18,2,0,1,7.400000000000006,1,1,1,1.97,1.0396120536844204,1.0396120536844204,Other,2,REP,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7,46.6,243,23,PA243,126,Other,8,28,0
2024-08-23,2024-08-23T12:25:23Z,2024,National,2024-08-19,2024-08-18,2024-08-18,2024-11-05,SoCal Research,851,87833,206400,https://substack.com/home/post/p-147894175,REP,NA,876,Online Panel,lv,DEM,Kamala Harris,50,876,79,Donald Trump Kamala Harris,0.9359487165438072,2024-08-18,2,0,1,2,1,1,1,NA,1,1,Online Non-Prob Panel,1,DEM,57,NA,NA,NA,NA,NA,NA,50,851,61,NA851,88,Online Non-Prob Panel,6,28,0
2024-08-23,2024-08-23T12:25:23Z,2024,National,2024-08-19,2024-08-18,2024-08-18,2024-11-05,SoCal Research,851,87833,206400,https://substack.com/home/post/p-147894175,REP,NA,876,Online Panel,lv,REP,Donald Trump,48,876,79,Donald Trump Kamala Harris,0.9359487165438072,2024-08-18,2,0,1,2,1,1,1,NA,1,1,Online Non-Prob Panel,2,REP,57,NA,NA,NA,NA,NA,NA,48,851,61,NA851,88,Online Non-Prob Panel,6,28,0
2024-08-23,2024-08-23T12:25:23Z,2024,Maine CD-2,2024-08-21,2024-08-15,2024-08-19,2024-11-05,University of New Hampshire Survey Center,357,87860,206552,https://scholars.unh.edu/survey_center_polls/810/,NA,NA,443,Probability Panel,lv,IND,Robert F. Kennedy,2,443,78,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.6655824516917495,2024-08-17,6,1,0,5,1,1,1,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,3,IND,22,ME-02,New England,Northeast,New England,New England,3,2,357,36,ME-02357,34,Online Prob Panel,7,27,0
2024-08-23,2024-08-23T12:25:23Z,2024,Maine CD-2,2024-08-21,2024-08-15,2024-08-19,2024-11-05,University of New Hampshire Survey Center,357,87860,206552,https://scholars.unh.edu/survey_center_polls/810/,NA,NA,443,Probability Panel,lv,DEM,Kamala Harris,49,443,78,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.6655824516917495,2024-08-17,6,1,0,5,1,1,1,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,1,DEM,22,ME-02,New England,Northeast,New England,New England,3,49,357,36,ME-02357,34,Online Prob Panel,7,27,0
2024-08-23,2024-08-23T12:25:23Z,2024,Maine CD-2,2024-08-21,2024-08-15,2024-08-19,2024-11-05,University of New Hampshire Survey Center,357,87860,206552,https://scholars.unh.edu/survey_center_polls/810/,NA,NA,443,Probability Panel,lv,REP,Donald Trump,44,443,78,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.6655824516917495,2024-08-17,6,1,0,5,1,1,1,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,2,REP,22,ME-02,New England,Northeast,New England,New England,3,44,357,36,ME-02357,34,Online Prob Panel,7,27,0
2024-08-23,2024-08-23T12:25:23Z,2024,Maine CD-1,2024-08-21,2024-08-15,2024-08-19,2024-11-05,University of New Hampshire Survey Center,357,87859,206551,https://scholars.unh.edu/survey_center_polls/810/,NA,NA,490,Probability Panel,lv,IND,Robert F. Kennedy,2,490,78,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.7,2024-08-17,6,1,0,3,1,1,1,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,3,IND,21,ME-01,New England,Northeast,New England,New England,3,2,357,36,ME-01357,33,Online Prob Panel,7,27,0
2024-08-23,2024-08-23T12:25:23Z,2024,Maine CD-1,2024-08-21,2024-08-15,2024-08-19,2024-11-05,University of New Hampshire Survey Center,357,87859,206551,https://scholars.unh.edu/survey_center_polls/810/,NA,NA,490,Probability Panel,lv,DEM,Kamala Harris,62,490,78,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.7,2024-08-17,6,1,0,3,1,1,1,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,1,DEM,21,ME-01,New England,Northeast,New England,New England,3,62,357,36,ME-01357,33,Online Prob Panel,7,27,0
2024-08-23,2024-08-23T12:25:23Z,2024,Maine CD-1,2024-08-21,2024-08-15,2024-08-19,2024-11-05,University of New Hampshire Survey Center,357,87859,206551,https://scholars.unh.edu/survey_center_polls/810/,NA,NA,490,Probability Panel,lv,REP,Donald Trump,33,490,78,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.7,2024-08-17,6,1,0,3,1,1,1,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,2,REP,21,ME-01,New England,Northeast,New England,New England,3,33,357,36,ME-01357,33,Online Prob Panel,7,27,0
2024-08-23,2024-08-23T12:25:23Z,2024,Maine,2024-08-21,2024-08-15,2024-08-19,2024-11-05,University of New Hampshire Survey Center,357,87858,206550,https://scholars.unh.edu/survey_center_polls/810/,NA,NA,951,Probability Panel,lv,IND,Robert F. Kennedy,2,951,78,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.9751922887307918,2024-08-17,6,1,0,5,1,1,1,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,3,IND,20,ME,New England,Northeast,New England,New England,3,2,357,36,ME357,35,Online Prob Panel,7,27,0
2024-08-23,2024-08-23T12:25:23Z,2024,Maine,2024-08-21,2024-08-15,2024-08-19,2024-11-05,University of New Hampshire Survey Center,357,87858,206550,https://scholars.unh.edu/survey_center_polls/810/,NA,NA,951,Probability Panel,lv,DEM,Kamala Harris,55,951,78,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.9751922887307918,2024-08-17,6,1,0,5,1,1,1,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,1,DEM,20,ME,New England,Northeast,New England,New England,3,55,357,36,ME357,35,Online Prob Panel,7,27,0
2024-08-23,2024-08-23T12:25:23Z,2024,Maine,2024-08-21,2024-08-15,2024-08-19,2024-11-05,University of New Hampshire Survey Center,357,87858,206550,https://scholars.unh.edu/survey_center_polls/810/,NA,NA,951,Probability Panel,lv,REP,Donald Trump,38,951,78,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.9751922887307918,2024-08-17,6,1,0,5,1,1,1,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,2,REP,20,ME,New England,Northeast,New England,New England,3,38,357,36,ME357,35,Online Prob Panel,7,27,0
2024-08-23,2024-08-23T12:25:23Z,2024,Vermont,2024-08-21,2024-08-15,2024-08-19,2024-11-05,University of New Hampshire Survey Center,357,87857,206548,https://scholars.unh.edu/survey_center_polls/809/,NA,NA,924,Probability Panel,lv,IND,Robert F. Kennedy,3,924,78,Chase Oliver Cornel West Donald Trump Kamala Harris Robert F. Kennedy,0.9612491872558333,2024-08-17,5,1,0,3,1,1,1,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,3,IND,51,VT,New England,Northeast,New England,New England,3,3,357,36,VT357,147,Online Prob Panel,7,27,0
2024-08-23,2024-08-23T12:25:23Z,2024,Vermont,2024-08-21,2024-08-15,2024-08-19,2024-11-05,University of New Hampshire Survey Center,357,87857,206548,https://scholars.unh.edu/survey_center_polls/809/,NA,NA,924,Probability Panel,lv,DEM,Kamala Harris,67,924,78,Chase Oliver Cornel West Donald Trump Kamala Harris Robert F. Kennedy,0.9612491872558333,2024-08-17,5,1,0,3,1,1,1,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,1,DEM,51,VT,New England,Northeast,New England,New England,3,67,357,36,VT357,147,Online Prob Panel,7,27,0
2024-08-23,2024-08-23T12:25:23Z,2024,Vermont,2024-08-21,2024-08-15,2024-08-19,2024-11-05,University of New Hampshire Survey Center,357,87857,206548,https://scholars.unh.edu/survey_center_polls/809/,NA,NA,924,Probability Panel,lv,REP,Donald Trump,27,924,78,Chase Oliver Cornel West Donald Trump Kamala Harris Robert F. Kennedy,0.9612491872558333,2024-08-17,5,1,0,3,1,1,1,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,2,REP,51,VT,New England,Northeast,New England,New England,3,27,357,36,VT357,147,Online Prob Panel,7,27,0
2024-08-23,2024-08-23T12:25:23Z,2024,New Hampshire,2024-08-21,2024-08-15,2024-08-19,2024-11-05,University of New Hampshire Survey Center,357,87856,206546,https://scholars.unh.edu/survey_center_polls/808/,NA,NA,1500,Probability Panel,lv,IND,Robert F. Kennedy,4,2048,78,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.4310835055998654,2024-08-17,5,1,0,3,1,1,1,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,3,IND,35,NH,New England,Northeast,New England,New England,3,4,357,36,NH357,106,Online Prob Panel,7,27,0
2024-08-23,2024-08-23T12:25:23Z,2024,New Hampshire,2024-08-21,2024-08-15,2024-08-19,2024-11-05,University of New Hampshire Survey Center,357,87856,206546,https://scholars.unh.edu/survey_center_polls/808/,NA,NA,1500,Probability Panel,lv,DEM,Kamala Harris,50,2048,78,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.4310835055998654,2024-08-17,5,1,0,3,1,1,1,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,1,DEM,35,NH,New England,Northeast,New England,New England,3,50,357,36,NH357,106,Online Prob Panel,7,27,0
2024-08-23,2024-08-23T12:25:23Z,2024,New Hampshire,2024-08-21,2024-08-15,2024-08-19,2024-11-05,University of New Hampshire Survey Center,357,87856,206546,https://scholars.unh.edu/survey_center_polls/808/,NA,NA,1500,Probability Panel,lv,REP,Donald Trump,43,2048,78,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.4310835055998654,2024-08-17,5,1,0,3,1,1,1,2.65,1.1196085805481857,1.1196085805481857,Online Prob Panel,2,REP,35,NH,New England,Northeast,New England,New England,3,43,357,36,NH357,106,Online Prob Panel,7,27,0
2024-08-23,2024-08-23T12:25:23Z,2024,National,2024-08-19,2024-08-16,2024-08-18,2024-11-05,Morning Consult,218,87832,206398,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,TRUE,1500,Online Panel,rv,DEM,Kamala Harris,48,11501,79,Donald Trump Kamala Harris,1.811629101113139,2024-08-17,2,0,1,8,1,5,0.651814540633636,1.8,1.0164192369066767,0.6625168379955163,Online Non-Prob Panel,1,DEM,57,NA,NA,NA,NA,NA,NA,48,218,21,NA218,65,Online Non-Prob Panel,6,27,0
2024-08-23,2024-08-23T12:25:23Z,2024,National,2024-08-19,2024-08-16,2024-08-18,2024-11-05,Morning Consult,218,87832,206398,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,TRUE,1500,Online Panel,rv,REP,Donald Trump,44,11501,79,Donald Trump Kamala Harris,1.811629101113139,2024-08-17,2,0,1,8,1,5,0.651814540633636,1.8,1.0164192369066767,0.6625168379955163,Online Non-Prob Panel,2,REP,57,NA,NA,NA,NA,NA,NA,44,218,21,NA218,65,Online Non-Prob Panel,6,27,0
2024-08-23,2024-08-23T12:25:23Z,2024,National,2024-08-19,2024-08-14,2024-08-18,2024-11-05,Big Village,37,87843,206444,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.18.24.pdf,NA,NA,1500,Online Panel,lv,IND,Robert F. Kennedy,5.2,1530,79,Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.2369316876852983,2024-08-16,5,1,0,7,1,2,0.7071067811865476,1.45,0.9629345075024467,0.6808975200935086,Online Non-Prob Panel,3,IND,57,NA,NA,NA,NA,NA,NA,5.2,37,2,NA37,70,Online Non-Prob Panel,6,26,0
2024-08-23,2024-08-23T12:25:23Z,2024,National,2024-08-19,2024-08-14,2024-08-18,2024-11-05,Big Village,37,87843,206444,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.18.24.pdf,NA,NA,1500,Online Panel,lv,DEM,Kamala Harris,46.2,1530,79,Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.2369316876852983,2024-08-16,5,1,0,7,1,2,0.7071067811865476,1.45,0.9629345075024467,0.6808975200935086,Online Non-Prob Panel,1,DEM,57,NA,NA,NA,NA,NA,NA,46.2,37,2,NA37,70,Online Non-Prob Panel,6,26,0
2024-08-23,2024-08-23T12:25:23Z,2024,National,2024-08-19,2024-08-14,2024-08-18,2024-11-05,Big Village,37,87843,206444,https://survey.mrxsurveys.com/orc/pollingresults/Big-Village-Political-Poll-08.18.24.pdf,NA,NA,1500,Online Panel,lv,REP,Donald Trump,41.6,1530,79,Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.2369316876852983,2024-08-16,5,1,0,7,1,2,0.7071067811865476,1.45,0.9629345075024467,0.6808975200935086,Online Non-Prob Panel,2,REP,57,NA,NA,NA,NA,NA,NA,41.6,37,2,NA37,70,Online Non-Prob Panel,6,26,0
2024-08-23,2024-08-23T12:25:23Z,2024,Nebraska CD-2,2024-08-20,2024-08-14,2024-08-17,2024-11-05,Remington Research Group,279,87844,206470,https://nebraskaexaminer.com/2024/08/20/harris-leads-trump-in-new-nebraska-2nd-district-poll/,NA,NA,656,IVR,lv,IND,Robert F. Kennedy,2,656,80,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8099382692526635,2024-08-15,6,1,0,6,1,1,1,2.65,1.1196085805481857,1.1196085805481857,IVR/Mostly IVR,3,IND,32,NE-02,Plains,Midwest,West North Central,Plains,6,2,279,28,NE-02279,104,IVR/Mostly IVR,3,25,0
